"Group","Region","Subregion","Name","SciName","Stock","start.yr","end.yr","btype","MaxCatch","LastCatch","MSY_BSM","lcl","ucl","r_BSM","lcl","ucl","k_BSM","lcl","ucl","q_BSM","lcl","ucl","rel_B_BSM","lcl","ucl","rel_F_BSM","r_CMSY","lcl","ucl","k_CMSY","lcl","ucl","MSY_CMSY","lcl","ucl","rel_B_CMSY","2.5th","97.5th","rel_F_CMSY","F_msy","lcl","ucl","curF_msy","lcl","ucl","MSY","lcl","ucl","Bmsy","lcl","ucl","B","lcl","ucl","B_Bmsy","lcl","ucl","F","lcl","ucl","F_Fmsy","lcl","ucl","sel_B","sel_B_Bmsy","sel_F","sel_F_Fmsy","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","F.Fmsy00","F.Fmsy01","F.Fmsy02","F.Fmsy03","F.Fmsy04","F.Fmsy05","F.Fmsy06","F.Fmsy07","F.Fmsy08","F.Fmsy09","F.Fmsy10","F.Fmsy11","F.Fmsy12","F.Fmsy13","F.Fmsy14","F.Fmsy15","B00","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","B13","B14","B15","Runtime"
"Benthic fish & inv.","Mediterranean","Balearic","Pink shrimp in Balearic","Parapenaeus longirostris","PAPELON_BA",1970,2014,"None",4.444,1.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873715911688034,0.646456091709076,1.18086828189469,11.0925434143833,9.16072981215396,13.4317376369652,2.42293292055924,2.10157719941393,2.79342768810343,0.159469252185493,0.089624026015585,0.248774810865996,1.34969601102084,0.436857955844017,0.323228045854538,0.590434140947345,0.278661646118915,0.206179739031206,0.37662436368663,2.42293292055924,2.10157719941393,2.79342768810343,5.54627170719163,4.58036490607698,6.7158688184826,1.76891960312682,0.994158399549691,2.75954538993604,0.318938504370987,0.17924805203117,0.497549621731992,0.58962544038539,0.377960806081966,1.04912859004403,2.11591888800433,1.35634311842354,3.76488334385397,NA,NA,NA,NA,3.234,2.602,2.036,1.777,1.427,1.297,0.997,0.801,0.976,1.582,0.964,1.194,1.371,1.027,1.043,NA,1.30846687522862,1.27168012820481,1.26189329593008,1.34816858396641,1.28131668159659,1.46095687655492,1.35189531129831,1.19698030029405,1.41616969609211,2.10791957160307,1.22567019001003,1.63430011819604,2.04280358668804,1.60320348660799,2.11591888800433,NA,5.65766246080235,4.68370095093989,3.69330259611491,3.01719219685209,2.65888280024878,2.37392359946332,2.16367235670175,2.06104846802304,2.09161962803961,2.18268804506882,2.23443205672337,2.15353386519607,2.06405311910095,2.01653769998029,1.76891960312682,NA,96.6300000000047
"Benthic fish & inv.","Mediterranean","Balearic","Greater forkbeard in Balearic","Phycis blennoides","PHYCBLE_BA",1974,2014,"None",0.988,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483115269786778,0.321904616297147,0.725060630027441,4.17994981023791,3.218480864325,5.42864200616344,0.50484939506707,0.424856388898714,0.599903681242153,0.207406041603673,0.0723345481031554,0.291303911446794,1.21288738145337,0.241557634893389,0.160952308148574,0.362530315013721,0.200402051489533,0.133529924480281,0.300763910393314,0.50484939506707,0.424856388898714,0.599903681242153,2.08997490511895,1.6092404321625,2.71432100308172,0.86694684424347,0.302354780617429,1.21763572937359,0.414812083207347,0.144669096206311,0.582607822893588,0.292982207255913,0.208600974718991,0.840072710215842,1.46197209598533,1.04091237174729,4.19193667914981,NA,NA,NA,NA,0.07,0.071,0.314,0.334,0.338,0.386,0.621,0.529,0.561,0.541,0.639,0.638,0.31,0.319,0.254,NA,0.369743843185508,0.293610315798776,1.08261757425813,0.975068819759361,0.875215644235816,0.934142232674845,1.44066681990225,1.21828001320668,1.33960347542195,1.42478950756849,1.81940917113426,1.9680963496113,1.1379252828576,1.43383736913973,1.46197209598533,NA,0.904989828416479,1.02279518020878,1.20069805342875,1.41804635879546,1.59875111206397,1.71061993518777,1.78446189023641,1.79757816429182,1.73366757627018,1.57190316400121,1.45395079704265,1.342003208465,1.12778724426763,0.981048656999915,0.86694684424347,NA,71.6500000000087
"Plankton feeders","Mediterranean","Balearic","Sardine in Balearic","Sardina pilchardus","SARDPIL_BA",1990,2014,"None",149.871,66.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704688089718713,0.46860269582065,1.05971499571029,650.982596273797,443.327587138095,955.903383741757,114.684920552078,98.0078552020457,134.199763630394,0.244563864948701,0.090131072222866,0.354614850211108,1.1787026014964,0.352344044859357,0.234301347910325,0.529857497855144,0.344682485609852,0.229206572830558,0.518335990190009,114.684920552078,98.0078552020457,134.199763630394,325.491298136899,221.663793569047,477.951691870879,159.20681975906,58.6737594005824,230.848095867671,0.489127729897403,0.180262144445732,0.709229700422216,0.415308842297488,0.286422115597185,1.12690921249106,1.20490265573743,0.83097380213681,3.269412457953,NA,NA,NA,NA,113.848,110.965,104.974,105.218,102.668,111.113,136.038,116.446,69.462,86.188,59.958,60.185,54.712,63.782,66.12,NA,1.31429909108339,1.30003256327598,1.24624122694811,1.28585287811271,1.28548058299032,1.41729426261248,1.78728757569824,1.64685910986339,1.11486191202168,1.59741054771665,1.27714099871366,1.34611155586228,1.25923058151258,1.3504152200153,1.20490265573743,NA,245.846631665965,242.250594297188,239.063182351663,232.237220710715,226.674488913801,222.504044059558,216.022439589904,200.678660091571,176.831352829404,157.865181461153,147.25680417609,143.705977023262,141.664127023465,147.702086404472,159.20681975906,NA,5.72999999999593
"Plankton feeders","Mediterranean","Balearic","Round sardinella in Balearic","Sardinella aurita","SARIAUR_BA",1982,2014,"None",48.142,16.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831104283852126,0.560318447851117,1.232753148297,121.722881068852,77.1209311402714,192.119824756172,25.2911019747862,22.3917588702111,28.5658595560343,0.228389026983152,0.115449393563067,0.300787454462856,1.39806200959413,0.415552141926063,0.280159223925558,0.616376574148502,0.379630197421033,0.255941170210853,0.56309458409994,25.2911019747862,22.3917588702111,28.5658595560343,60.8614405344258,38.5604655701357,96.0599123780862,27.8001703689009,14.0528328021482,36.6127155465848,0.456778053966304,0.230898787126134,0.601574908925712,0.580967662632296,0.441130895616032,1.1493056401789,1.53035155416777,1.16200159685082,3.02743471933095,NA,NA,NA,NA,28.704,48.142,33.58,33.597,27.065,25.141,28.244,21.363,27.62,19.365,16.156,21.856,22.601,17.827,16.151,NA,0.800527584867595,1.36895939304424,1.07275397597554,1.24937709125384,1.21918140831211,1.25858858216089,1.54086142866941,1.25407935841653,1.70822360225207,1.3210586876992,1.17498904525267,1.66295304829712,1.73925111759,1.44673122739365,1.53035155416777,NA,86.2860512449118,84.6268230291556,75.3277566419559,64.7114953779105,53.4212658756675,48.0699018440381,44.1100036520646,40.9931881326932,38.9093011857625,35.2752308584464,33.08830358418,31.6275222013753,31.2708609933307,30.0392135079682,27.8001703689009,NA,7.38999999999942
"Plankton feeders","Mediterranean","Balearic","Atlantic chub mackerel in Balearic","Scomber colias","SCOMPNE_BA",1970,2014,"None",10.304,2.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818730753077982,0.598996214851105,1.11907225691278,15.396281682058,10.1477315466912,23.3594561052974,3.15135232403801,2.54951977196536,3.89525179581731,0.1773245303071,0.0970355604083294,0.269956272422246,2.13220161569529,0.409365376538991,0.299498107425553,0.55953612845639,0.290362092475062,0.212433444908406,0.396877924673529,3.15135232403801,2.54951977196536,3.89525179581731,7.69814084102899,5.07386577334558,11.6797280526487,2.73013841774673,1.49398682122299,4.15632281205127,0.354649060614199,0.194071120816659,0.539912544844491,0.872849517266148,0.57334333923498,1.59506092433215,3.00607255522211,1.97458054647482,5.49335111458857,NA,NA,NA,NA,1.239,0.213,0.722,5.86,10.304,4.534,2.324,0.641,0.701,1.586,0.668,0.875,1.281,2.073,2.383,NA,0.213133486641931,0.0370738432854477,0.125859931289725,1.00322959927043,1.93929075062567,1.18456906412235,0.978094035545424,0.581451285874935,1.02982563932116,2.54649922954841,1.03577545483514,1.28622261392352,1.79431507607772,2.4929449702766,3.00607255522211,NA,14.2006593257948,14.0346273508813,14.0132412651911,14.2687579553547,12.9793162949104,9.34996577781004,5.80422721498624,3.21954664474996,2.52987773736902,2.4199265886895,2.46250883916852,2.52911356218568,2.59088171621336,2.79618356985313,2.73013841774673,NA,25.4499999999971
"Plankton feeders","Mediterranean","Balearic","Atlantic mackerel in Balearic","Scomber scombrus","SCOMSCO_BA",1970,2014,"None",11.252,1.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358796465405951,0.311143829324093,0.413747249519487,59.4196001153011,47.3868642048594,74.5077551998098,5.32988562430128,4.52276163901331,6.28104751819972,0.203225151864848,0.126766490923304,0.37907769702478,0.717341030890123,0.179398232702976,0.155571914662046,0.206873624759744,0.145832932341391,0.126464503932398,0.168167695234522,5.32988562430128,4.52276163901331,6.28104751819972,29.7098000576506,23.6934321024297,37.2538775999049,12.0755572571806,7.53241419868267,22.5246451698417,0.406450303729697,0.253532981846608,0.758155394049559,0.128689713187019,0.0689910978966566,0.206308357322115,0.882446173994224,0.473083114965764,1.41468976869473,NA,NA,NA,NA,3.95,3.936,3.639,8.101,9.059,9.222,11.252,7.994,8.84,7.164,4.349,4.781,4.45,2.129,1.554,NA,0.641840562195391,0.61045187568544,0.544511625993824,1.1916674424088,1.35590248807387,1.47418541827566,1.99235074173327,1.61928287639821,2.06143914616761,1.96914622128782,1.3845226945422,1.73023866180126,1.90014197991845,1.06483817740214,0.882446173994224,NA,34.3045538648388,35.9406143865792,37.2526127885254,37.8935590963281,37.2420553828065,34.870232765431,31.4808005090556,27.5184051366258,23.9036150227438,20.2796030722752,17.5093961345412,15.4026189463288,13.9255631004409,12.8668373341153,12.0755572571806,NA,63.7200000000012
"Benthic fish & inv.","Mediterranean","Balearic","Common cuttlefish in Balearic","Sepia officinalis","SEPIOFF_BA",1989,2014,"None",0.619,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540640895309316,0.382127865478665,0.764907781102864,3.21652260574309,2.15584258276617,4.79905989238847,0.4347459153379,0.366862867331131,0.515189809963495,0.178155771174775,0.072087054573839,0.275641985154629,1.74300391576155,0.270320447654658,0.191063932739333,0.382453890551432,0.192636591264905,0.136156569123445,0.272545471239934,0.4347459153379,0.366862867331131,0.515189809963495,1.60826130287154,1.07792129138309,2.39952994619423,0.573042065327258,0.231869640618189,0.886608676341766,0.356311542349551,0.144174109147678,0.551283970309259,0.471169598772485,0.304531195334165,1.16444739932382,2.44589875515683,1.5808585136112,6.04478822884969,NA,NA,NA,NA,0.392,0.34,0.318,0.586,0.455,0.476,0.344,0.453,0.449,0.317,0.291,0.259,0.268,0.24,0.27,NA,1.25872902438645,1.09553495264008,0.999038756541232,1.77898945605475,1.40719282139225,1.55078174879171,1.2342442487068,1.71849065217811,1.84475434436061,1.40939147346206,1.50341704988822,1.57221033282204,1.80492018866643,1.86532230722329,2.44589875515683,NA,1.15205953462508,1.14808430773352,1.17751347444402,1.2185555835108,1.19613139010528,1.13547446902281,1.03104692756679,0.97515158262622,0.900386347635395,0.83204865802074,0.75880575885456,0.700032846651403,0.664602935209268,0.618660713655065,0.573042065327258,NA,4.41000000000349
"Benthic fish & inv.","Mediterranean","Balearic","Common sole in Balearic","Solea solea","SOLEVUL_BA",1970,2014,"None",1.238,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421051552627321,0.279640620057184,0.633972310366157,9.00352177311908,6.85908402322143,11.8184008308674,0.947736705421421,0.861301486765051,1.04284606099614,0.123038728699977,0.0426163821624495,0.245408146292417,1.32066048822503,0.210525776313661,0.139820310028592,0.316986155183078,0.103611295504834,0.0688132527694185,0.156006294196879,0.947736705421421,0.861301486765051,1.04284606099614,4.50176088655954,3.42954201161071,5.9092004154337,1.10778187278714,0.383697524691177,2.20953758844457,0.246077457399954,0.0852327643248989,0.490816292584834,0.278033074530353,0.139395682431825,0.802715629317381,2.68342436194499,1.34537148437953,7.74737566407448,NA,NA,NA,NA,1.019,0.572,0.727,0.808,0.58,0.553,0.554,0.499,0.604,0.565,0.425,0.441,0.326,0.309,0.308,NA,2.14699727609753,1.24807536958696,1.54241612572927,1.88191610646065,1.4329591957165,1.51637377005384,1.67585758299456,1.57838790864044,2.02029289884174,2.04502471295476,1.73750554721228,2.18030244034644,1.93658093990489,2.22067365437974,2.68342436194499,NA,2.25443341596558,2.2136103833082,2.24486382775477,2.14254092380153,2.08027456956934,1.97461762487468,1.88000889085926,1.83851414403049,1.78786563102146,1.71869383359617,1.61716725982713,1.47056592805016,1.34157373949941,1.21972084166099,1.10778187278714,NA,89.25
"Benthic fish & inv.","Mediterranean","Balearic","Pouting in Balearic","Trisopterus minutus","TRISLUS_BA",1996,2014,"None",0.402,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697676326071031,0.456975728500743,1.06515997590708,1.40112016327346,1.02184629232082,1.92116732886779,0.244382091974168,0.198522508321028,0.300835443712479,0.314771154674828,0.119010991194927,0.410583707451076,0.942483381620996,0.348838163035516,0.228487864250372,0.532579987953539,0.348838163035516,0.228487864250372,0.532579987953539,0.244382091974168,0.198522508321028,0.300835443712479,0.700560081636731,0.510923146160412,0.960583664433893,0.441032211631771,0.166748699414372,0.575277111221275,0.629542309349656,0.238021982389854,0.821167414902152,0.328774171536169,0.252052440765764,0.869571999717212,0.942483381620996,0.722548354722594,2.49276625054547,NA,NA,NA,NA,0.274,0.187,0.058,0.142,0.159,0.155,0.146,0.125,0.105,0.113,0.14,0.107,0.16,0.292,0.145,NA,1.44573659445552,1.2866952263044,0.521687401197966,1.44481329701529,1.57337875906027,1.41252004297246,1.3786614773449,1.24481888130398,1.08871258158767,1.13242459494746,1.2770297266795,0.852000791704789,1.14747436313811,1.90801421619136,0.942483381620996,NA,0.543297113866637,0.416621737678499,0.334121577263317,0.314147789122057,0.318550008607739,0.331943554370466,0.326094375369124,0.317539402593285,0.31119580146286,0.316541222688162,0.331786884791567,0.360014330623056,0.399717350900069,0.438709717673973,0.441032211631771,NA,7.43000000000757
"Plankton feeders","Mediterranean","Cyprus","Bogue in Cypriot waters","Boops boops","BOOPBOO_CY",1990,2014,"None",0.354,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753896641959321,0.529869250521477,1.07264225315619,1.28017253011152,0.897632050212801,1.82573884974764,0.241279442894911,0.209373676034806,0.278047224781023,0.159254989895153,0.070958232258729,0.241920415749785,1.44437383604358,0.37694832097966,0.264934625260739,0.536321126578096,0.240123604194443,0.1687686442751,0.341647262375007,0.241279442894911,0.209373676034806,0.278047224781023,0.640086265055761,0.448816025106401,0.912869424873821,0.203873863346963,0.0908387797228981,0.309699870716034,0.318509979790306,0.141916464517458,0.48384083149957,0.54445429236358,0.358411515456449,1.22194508048879,2.26739180510843,1.4926125928304,5.08881700567556,NA,NA,NA,NA,0.354,0.216,0.162,0.151,0.149,0.214,0.252,0.23,0.335,0.253,0.256,0.109,0.111,0.073,0.111,NA,1.80395352565979,1.21741534252286,1.03197857213969,1.04038945829156,0.97805847236302,1.26433983721609,1.38047413454094,1.23606626748148,1.86117462715688,1.56342612781652,1.80821953011744,1.06568326853864,1.48913838216075,1.36468609192405,2.26739180510843,NA,0.520590338614749,0.470688044438733,0.416449669337877,0.385034097459068,0.404147257191917,0.449022535738057,0.484273220280996,0.493633094435728,0.477502742809481,0.429300448711526,0.375583925257918,0.294688050011937,0.251569108233226,0.213112241503461,0.203873863346963,NA,6.05999999999767
"Benthic fish & inv.","Mediterranean","Cyprus","Common dentex in Cypriot waters","Dentex dentex","DENTDEN_CY",1972,2014,"None",0.047,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310366941265485,0.216535667316007,0.444858066222942,0.359306203047773,0.249686819431166,0.517051512141185,0.0278791918044132,0.0213570992745974,0.0363930197483203,0.0883259307585438,0.0274671275772158,0.181340994736809,0.812197396976932,0.155183470632742,0.108267833658003,0.222429033111471,0.0548268979279125,0.0382514287162174,0.0785850055091745,0.0278791918044132,0.0213570992745974,0.0363930197483203,0.179653101523887,0.124843409715583,0.258525756070593,0.0317360548115129,0.0098691093183982,0.0651569442757891,0.176651861517088,0.0549342551544317,0.362681989473618,0.12603961090176,0.061390233143366,0.405305065629693,2.29886452936803,1.11971013249889,7.39244934416308,NA,NA,NA,NA,0.018,0.019,0.016,0.016,0.012,0.01,0.008,0.007,0.012,0.007,0.011,0.006,0.01,0.004,0.004,NA,1.69908302610078,2.00213441639748,1.91219301519149,2.1688111724664,1.92127941353476,1.84503802743958,1.68494915699273,1.58697125281497,2.84432269253297,1.80318575952623,3.11689170176961,2.02582171813762,3.86597801479885,1.93424820940969,2.29886452936803,NA,0.0783084419955394,0.0741156320259947,0.0695943141323748,0.0653474660743738,0.0601277551490123,0.0560114699978267,0.0524241291313769,0.0505293977088261,0.0494175057492676,0.0474032826201579,0.045197573299471,0.0414051769848277,0.038694562579793,0.0345982016415365,0.0317360548115129,NA,83.5500000000029
"Benthic fish & inv.","Mediterranean","Cyprus","Red mullet in Cypriot waters","Mullus barbatus","MULLBAR_CY",1980,2014,"None",0.177,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555714836663571,0.338113040521091,0.913360156745436,0.846264809783729,0.583634068610462,1.22707731915541,0.117570477635773,0.101560941057999,0.136103673986341,0.118554725976315,0.0375715289576535,0.238964583405284,1.14789675735153,0.277857418331786,0.169056520260546,0.456680078372718,0.131765240363245,0.0801697977359934,0.216566326201279,0.117570477635773,0.101560941057999,0.136103673986341,0.423132404891864,0.291817034305231,0.613538659577706,0.100328692627308,0.0317954628066325,0.202227317720521,0.23710945195263,0.0751430579153071,0.477929166810569,0.318951629509123,0.158237771042506,1.00643290505351,2.4206052266125,1.20090678396126,7.63807588616708,NA,NA,NA,NA,0.103,0.091,0.084,0.084,0.053,0.05,0.041,0.052,0.034,0.026,0.03,0.023,0.022,0.027,0.032,NA,1.52904049060407,1.49439950856594,1.64186760905575,1.94903811974995,1.47977644790636,1.69338899811607,1.67077846393485,2.3240901238253,1.72561671642473,1.54106924362094,2.01607907784146,1.62796235637162,1.67070014827278,2.03433139584215,2.4206052266125,NA,0.242435515714802,0.219155654267858,0.197370718762345,0.181151370332799,0.165139903551238,0.149940440523583,0.1366924857635,0.130523086917698,0.122484021240959,0.11334118389883,0.106443462489908,0.103717940861755,0.100132309268986,0.100527105615504,0.100328692627308,NA,31.75
"Benthic fish & inv.","Mediterranean","Cyprus","Surmullet in Cypriot waters","Mullus surmuletus","MULLSUR_CY",1980,2014,"None",0.24,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618783391806141,0.448879859742717,0.852996358969132,1.15235011311336,0.962801932558027,1.37921491252546,0.178263777885118,0.15951066615203,0.199221627446449,0.183465078193123,0.0502000380621602,0.268078075120596,0.535083466827566,0.30939169590307,0.224439929871358,0.426498179484566,0.227050286724639,0.164707557134031,0.312990087393441,0.178263777885118,0.15951066615203,0.199221627446449,0.576175056556678,0.481400966279013,0.689607456262731,0.211416003608196,0.0578480195392251,0.30891980018843,0.366930156386245,0.10040007612432,0.536156150241193,0.165550381251475,0.113298014496485,0.605033677536143,0.72913531024187,0.498999653913189,2.66475628048827,NA,NA,NA,NA,0.159,0.132,0.125,0.13,0.094,0.106,0.078,0.042,0.062,0.049,0.046,0.0295,0.0287,0.033,0.035,NA,1.59342582608186,1.37887980154472,1.47225922621248,1.72266234160005,1.48078000827626,1.91838662496914,1.76318145704705,1.19211868332357,1.960570386479,1.74572016403761,1.71808102221193,0.95632711569229,0.856692022537243,0.820889383554593,0.72913531024187,NA,0.322519976446608,0.30941322202339,0.281171155986066,0.265081548209958,0.243123286475356,0.226825964332791,0.202958244909905,0.181122665216328,0.171598120876764,0.161665975846793,0.157893771196498,0.169478915095571,0.176618620845699,0.193473974170275,0.211416003608196,NA,44.4300000000076
"Benthic fish & inv.","Mediterranean","Cyprus","Axillary seabream in Cypriot waters","Pagellus acarne","PAGEACA_CY",1972,2014,"None",0.05,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544710945634513,0.337015956865999,0.880403459388779,0.196865012497982,0.152752226857379,0.253716976460289,0.0268086317800314,0.0246743627093742,0.0291275096496925,0.361955893967016,0.188779650420158,0.458403327683227,1.33971694276532,0.272355472817256,0.168507978433,0.44020172969439,0.272355472817256,0.168507978433,0.44020172969439,0.0268086317800314,0.0246743627093742,0.0291275096496925,0.0984325062489908,0.0763761134286896,0.126858488230145,0.0712564515895348,0.037164108239329,0.0902435768334749,0.723911787934033,0.377559300840316,0.916806655366455,0.364879241388138,0.28810914762363,0.699599727580318,1.33971694276532,1.05784232878971,2.56870082449098,NA,NA,NA,NA,0.025,0.02,0.019,0.025,0.014,0.004,0.005,0.01,0.024,0.015,0.016,0.011,0.033,0.047,0.026,NA,1.40002290098054,1.28561617241678,1.47058263859176,2.11126500446249,1.38557206347779,0.464662875036501,0.609094946736217,0.980187516537871,1.73732801758789,0.975921437508146,0.972344801863446,0.63563355473878,1.6788136274511,2.27151970122861,1.33971694276532,NA,0.0655645013219867,0.0571192586475288,0.048319040722959,0.0462577868080481,0.042730274141272,0.039440937410628,0.0385148955444172,0.0429369940448364,0.0507216428425593,0.0564339299133702,0.0604176152599277,0.0635403734894773,0.0721730979725252,0.075970545265315,0.0712564515895348,NA,34.2600000000093
"Benthic fish & inv.","Mediterranean","Cyprus","Common pandora in Cypriot waters","Pagellus erythrinus","PAGEERY_CY",1970,2014,"None",0.071,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367879441171442,0.31153300229318,0.4344171636405,0.535614239361031,0.411955062672081,0.696392979237778,0.0492603667649009,0.0407913472258137,0.0594877075370766,0.215804871365059,0.0472654515705254,0.330576504362879,0.564406966415844,0.183939720585721,0.15576650114659,0.21720858182025,0.158780350959706,0.134460678971701,0.187498680236424,0.0492603667649009,0.0407913472258137,0.0594877075370766,0.267807119680516,0.205977531336041,0.348196489618889,0.115588162026601,0.0253160488910026,0.177061482934952,0.431609742730118,0.0945309031410508,0.661153008725759,0.103816859699165,0.0677730684341353,0.47400761673615,0.653839464843549,0.426835361078993,2.98530399933705,NA,NA,NA,NA,0.042,0.034,0.031,0.021,0.017,0.019,0.019,0.023,0.013,0.01,0.011,0.011,0.012,0.014,0.012,NA,2.08778998479092,1.7468136918429,1.95657791510994,1.47487346144068,1.40969630373818,1.83859607072518,1.82708140726865,2.35737130964652,1.4476174782614,1.13264486617234,1.2948925413999,1.22925295223652,1.0611092778563,0.974215402904906,0.653839464843549,NA,0.121015093443162,0.119034942116957,0.107396610158044,0.101810030387398,0.0936957690960211,0.0867345115147072,0.0870073921071171,0.0842768357825712,0.0808542899153133,0.0801699143887441,0.0786389630496495,0.0807112387416614,0.0907337514301013,0.102280966263961,0.115588162026601,NA,102.01999999999
"Benthic fish & inv.","Mediterranean","Cyprus","Red porgy in Cypriot waters","Pagrus pagrus","PAGRPAG_CY",1972,2014,"None",0.103,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562704868806956,0.445860123763933,0.710170639854532,0.259212311915843,0.193434056655609,0.347358804392875,0.036465007492438,0.0324217641956134,0.0410124743182069,0.120567879188542,0.0418206078845463,0.234149145917518,1.02353944710122,0.281352434403478,0.222930061881967,0.355085319927266,0.135688265282243,0.107512819073917,0.171247535818461,0.036465007492438,0.0324217641956134,0.0410124743182069,0.129606155957921,0.0967170283278046,0.173679402196437,0.031252678707252,0.0108404164554792,0.0606943414463997,0.241135758377084,0.0836412157690927,0.468298291835036,0.287975315149918,0.148284004497323,0.830226406611072,2.12233028811228,1.09282850796921,6.11863085495369,NA,NA,NA,NA,0.023,0.021,0.015,0.016,0.011,0.018,0.021,0.021,0.018,0.0113,0.01,0.015,0.009,0.007,0.009,NA,1.5867424772743,1.64153434020134,1.40140354808281,1.63031558574881,1.17857022997856,1.80149574632787,1.98802557672368,2.00321871174628,1.92028765298205,1.44332925846458,1.54136717761359,2.52460079148304,1.63097389096223,1.45014614455926,2.12233028811228,NA,0.0577807497029599,0.0542821623547691,0.0496519719837696,0.0475440998807574,0.0463650879187072,0.0479724733805078,0.0493254597768609,0.0491380526988882,0.0464649619977693,0.0424647911494089,0.0386562236368091,0.0369931872703183,0.0356508779021128,0.0333438399250788,0.031252678707252,NA,106.020000000004
"Benthic fish & inv.","Mediterranean","Cyprus","Common cuttlefish in Cypriot waters","Sepia officinalis","SEPIOFF_CY",1970,2014,"None",0.218,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461856981351278,0.283016522401204,0.753708191356138,0.892717841744218,0.645954868953573,1.23374740755416,0.103076991896603,0.0916558672018257,0.115921288869119,0.124495861933717,0.0335130531327201,0.248823568583871,0.857187901696765,0.230928490675639,0.141508261200602,0.376854095678069,0.114998565966864,0.0704687717956422,0.187667101858771,0.103076991896603,0.0916558672018257,0.115921288869119,0.446358920872109,0.322977434476786,0.616873703777078,0.111139677171554,0.0299177004629012,0.222129239121288,0.248991723867435,0.0670261062654401,0.497647137167742,0.197949108364252,0.0990414413115037,0.73535063389249,1.72131805905553,0.861240663992639,6.39443307583829,NA,NA,NA,NA,0.122,0.106,0.105,0.085,0.073,0.042,0.066,0.056,0.046,0.034,0.035,0.026,0.024,0.021,0.022,NA,1.65405120193677,1.62782208238386,1.81983789851984,1.63422902177435,1.68727371830845,1.19948964633161,2.10679599559408,2.02765477860361,1.87929148416762,1.69438897406167,1.99600614864169,1.67140910340359,1.66795557734393,1.56811583558305,1.72131805905553,NA,0.31939886196673,0.281982016906272,0.24984984073381,0.225231168477367,0.204482907782278,0.18395633417637,0.173999932085562,0.163374909066934,0.153804908632852,0.139258352614225,0.130179151914648,0.122612188858493,0.117923872902408,0.113765067857902,0.111139677171554,NA,19.0499999999884
